Components,Temperature K,Pressure kPa,Electrical conductivity S/m,Delta elec,SMILES
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,353.15,101.0,3.05,0.31,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.0,0.222,0.022,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.0,0.471,0.047,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.0,0.827,0.083,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,353.15,101.0,1.23,0.12,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.0,0.32,0.032,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.0,0.678,0.068,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.0,1.18,0.12,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,353.15,101.0,1.76,0.18,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,293.15,101.0,0.118,0.012,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,313.15,101.0,0.272,0.027,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,333.15,101.0,0.525,0.053,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,353.15,101.0,0.86,0.086,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-methyl-1-propylpyrrolidinium dicyanamide,293.15,101.0,1.57,0.16,[N-](C#N)C#N.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium dicyanamide,313.15,101.0,2.67,0.27,[N-](C#N)C#N.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium dicyanamide,333.15,101.0,4.44,0.44,[N-](C#N)C#N.C[N+]1(CCCC1)CCC
"N,N,N-triethyltetradecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",298.15,101.325,0.01,0.001,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCCCCCCCCC)(CC)CC
"N,N,N-triethyltetradecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",303.05,101.325,0.021,0.001,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCCCCCCCCC)(CC)CC
"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",298.55,101.325,0.026,0.001,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCCCCCCC)(CC)CC
"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",303.15,101.325,0.039,0.002,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCCCCCCCCCC)(CC)CC
1-butyl-3-methylimidazolium methanesulfonate,358.15,101.0,0.81,0.14,CS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.522,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,273.15,100.0,0.523,0.005,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,283.15,100.0,0.786,0.008,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.122,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.122,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.123,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.124,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.124,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,293.15,100.0,1.124,0.011,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.315,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.316,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.316,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.316,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.317,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,298.15,100.0,1.318,0.013,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.525,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.526,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.526,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,303.15,100.0,1.527,0.015,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.993,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.995,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.995,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.996,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.996,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.996,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,313.15,100.0,1.997,0.02,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.525,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.526,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.527,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.528,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.528,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.528,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.528,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium dicyanamide,323.15,100.0,2.529,0.025,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.14,1610.0,0.204,0.026,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.14,3360.0,0.2,0.025,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,100.0,0.207,0.026,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,900.0,0.205,0.026,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,5010.0,0.196,0.025,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,9940.0,0.184,0.024,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,14970.0,0.173,0.022,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,20060.0,0.163,0.021,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,25130.0,0.154,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,30210.0,0.145,0.018,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,40320.0,0.129,0.016,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.15,50070.0,0.115,0.015,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
